EmployeeID,Age,Department,JobRole,MonthlyIncome,JobSatisfaction,WorkLifeBalance,OverTime,YearsAtCompany,EducationField,PerformanceRating,NumCompaniesWorked,DistanceFromHome,Attrition
991,58,Sales,Human Resources,73791,1,4,Yes,10,Marketing,4,5,16,Yes
992,51,Research & Development,Sales Executive,43872,3,2,Yes,16,Technical Degree,4,0,27,Yes
993,18,Research & Development,Sales Executive,64901,2,2,No,0,Medical,1,6,24,Yes
994,43,Research & Development,Manufacturing Director,14848,1,1,No,3,Other,3,9,9,Yes
995,32,Human Resources,Sales Executive,40830,1,4,No,9,Medical,4,4,8,No
996,32,Research & Development,Manager,28030,3,2,No,4,Life Sciences,3,7,4,No
997,20,Research & Development,Laboratory Technician,13229,4,4,No,8,Medical,3,7,7,No
998,56,Research & Development,Research Scientist,39232,4,1,No,5,Life Sciences,3,2,27,No
999,44,Sales,Human Resources,23569,4,2,No,10,Technical Degree,4,9,3,No
1000,38,Research & Development,Laboratory Technician,42522,2,3,No,2,Technical Degree,3,7,7,No
1001,48,Sales,Research Scientist,35101,2,3,Yes,4,Marketing,3,8,13,Yes
1002,25,Sales,Manufacturing Director,15685,1,3,No,17,Technical Degree,2,0,8,Yes
1003,18,Research & Development,Research Scientist,19885,3,2,No,19,Technical Degree,4,1,14,No
1004,23,Research & Development,Research Scientist,67269,2,4,No,9,Medical,1,5,22,No
1005,31,Human Resources,Laboratory Technician,35052,1,1,No,12,Technical Degree,1,2,7,Yes
1006,19,Research & Development,Manufacturing Director,62058,3,2,No,11,Medical,4,5,27,No
1007,37,Sales,Laboratory Technician,70115,3,1,No,14,Medical,3,5,22,No
1008,26,Research & Development,Manufacturing Director,73376,2,3,No,15,Other,2,2,22,No
1009,52,Sales,Research Scientist,73477,4,2,No,18,Life Sciences,3,0,5,No
1010,22,Sales,Research Scientist,39413,4,3,No,8,Marketing,4,1,8,No
1011,39,Sales,Research Scientist,29232,3,4,Yes,17,Technical Degree,1,2,23,No
1012,36,Sales,Manufacturing Director,39156,1,2,No,14,Medical,3,7,28,Yes
1013,21,Research & Development,Research Scientist,61911,4,4,Yes,11,Technical Degree,2,7,20,No
1014,54,Human Resources,Sales Executive,36861,3,2,No,7,Marketing,1,5,24,No
1015,19,Research & Development,Research Scientist,63279,1,4,No,6,Other,3,6,23,No
1016,23,Sales,Manager,56354,2,3,No,14,Technical Degree,4,1,6,No
1017,42,Human Resources,Sales Executive,39493,2,2,No,7,Other,2,1,6,Yes
1018,33,Sales,Manufacturing Director,70430,3,4,No,1,Marketing,4,1,19,No
1019,50,Research & Development,Research Scientist,24764,2,1,No,3,Life Sciences,2,4,24,Yes
1020,44,Sales,Laboratory Technician,23219,1,4,No,9,Technical Degree,3,5,5,Yes
1021,34,Sales,Laboratory Technician,37803,3,4,No,2,Life Sciences,4,8,4,No
1022,54,Research & Development,Laboratory Technician,32451,1,1,No,6,Other,2,6,27,Yes
1023,23,Sales,Manager,62744,2,3,Yes,10,Medical,2,6,19,Yes
1024,36,Sales,Laboratory Technician,54411,2,3,Yes,8,Other,3,7,27,Yes
1025,58,Human Resources,Sales Executive,59657,1,2,No,7,Other,3,3,14,Yes
1026,18,Sales,Sales Executive,79991,3,3,No,8,Medical,1,8,29,No
1027,39,Research & Development,Manager,12343,4,1,Yes,16,Other,3,2,19,Yes
1028,36,Sales,Research Scientist,11589,1,1,No,4,Life Sciences,3,0,23,Yes
1029,52,Research & Development,Manager,34823,1,2,No,12,Marketing,3,0,22,Yes
1030,33,Sales,Human Resources,35125,2,4,No,19,Medical,4,0,25,No
1031,54,Sales,Research Scientist,54506,2,1,Yes,9,Marketing,2,1,25,Yes
1032,49,Research & Development,Laboratory Technician,47368,2,4,No,6,Life Sciences,3,2,10,No
1033,47,Research & Development,Manufacturing Director,49062,4,3,No,19,Marketing,3,3,10,No
1034,28,Sales,Research Scientist,31152,2,4,No,7,Marketing,1,5,14,No
1035,36,Sales,Sales Executive,58247,1,2,Yes,8,Technical Degree,4,9,13,Yes
1036,34,Sales,Manager,34375,3,4,No,8,Marketing,1,8,5,No
1037,18,Research & Development,Sales Executive,19591,4,3,No,16,Life Sciences,1,8,26,No
1038,48,Research & Development,Laboratory Technician,50715,3,1,No,13,Marketing,1,4,10,No
1039,41,Sales,Research Scientist,72734,4,4,No,3,Life Sciences,3,2,17,No
1040,20,Research & Development,Laboratory Technician,25526,2,4,No,7,Life Sciences,2,5,25,No
1041,39,Sales,Manager,61292,2,3,Yes,19,Medical,2,7,18,Yes
1042,55,Sales,Laboratory Technician,19906,3,4,No,1,Marketing,2,2,13,No
1043,54,Research & Development,Research Scientist,27402,1,4,Yes,1,Medical,4,9,20,Yes
1044,19,Research & Development,Laboratory Technician,79279,2,3,No,6,Technical Degree,2,7,26,No
1045,25,Sales,Laboratory Technician,39908,2,3,Yes,9,Technical Degree,1,6,11,Yes
1046,42,Human Resources,Laboratory Technician,63519,4,3,Yes,8,Medical,3,5,14,No
1047,57,Research & Development,Sales Executive,40516,3,2,Yes,4,Life Sciences,2,2,3,Yes
1048,38,Research & Development,Manager,19709,1,4,Yes,14,Technical Degree,4,4,15,Yes
1049,31,Sales,Research Scientist,25165,2,4,Yes,5,Marketing,3,2,29,Yes
1050,38,Research & Development,Manufacturing Director,58390,3,1,No,15,Life Sciences,1,9,23,No
1051,20,Sales,Research Scientist,22820,2,4,No,14,Technical Degree,1,7,2,Yes
1052,41,Research & Development,Human Resources,43518,1,3,No,17,Other,1,1,13,No
1053,32,Human Resources,Manufacturing Director,20184,1,1,No,2,Other,4,7,26,Yes
1054,55,Sales,Research Scientist,73824,3,2,Yes,15,Other,4,7,12,Yes
1055,31,Research & Development,Manager,55149,1,3,No,7,Life Sciences,4,7,6,No
1056,48,Human Resources,Manufacturing Director,48939,4,4,No,15,Technical Degree,1,3,15,No
1057,42,Research & Development,Human Resources,37491,3,2,No,13,Marketing,1,1,16,No
1058,36,Human Resources,Manager,39680,2,4,Yes,17,Technical Degree,2,2,6,Yes
1059,56,Human Resources,Research Scientist,27633,4,1,No,0,Technical Degree,1,4,19,No
1060,54,Sales,Manufacturing Director,78694,3,1,No,6,Marketing,3,9,10,No
1061,40,Sales,Human Resources,18246,1,4,Yes,15,Other,4,1,8,Yes
1062,38,Human Resources,Manufacturing Director,26898,1,2,Yes,3,Life Sciences,1,0,11,Yes
1063,45,Research & Development,Manufacturing Director,75822,2,4,No,8,Technical Degree,2,5,20,No
1064,55,Research & Development,Manager,37458,3,3,No,0,Technical Degree,2,4,18,No
1065,22,Research & Development,Research Scientist,48178,4,4,No,7,Other,3,7,16,No
1066,45,Sales,Human Resources,57493,1,3,No,19,Medical,4,3,9,No
1067,40,Research & Development,Manufacturing Director,74076,1,3,Yes,6,Life Sciences,2,5,1,Yes
1068,52,Research & Development,Laboratory Technician,77970,1,4,No,7,Technical Degree,2,6,29,No
1069,36,Sales,Sales Executive,65779,1,3,No,0,Other,4,9,1,No
1070,54,Sales,Manager,64700,2,2,Yes,11,Technical Degree,1,8,28,Yes
1071,58,Research & Development,Laboratory Technician,13424,4,4,No,8,Medical,1,4,28,No
1072,42,Sales,Laboratory Technician,44303,3,4,Yes,11,Marketing,1,8,27,No
1073,58,Sales,Manager,61982,2,4,No,0,Technical Degree,4,2,1,No
1074,34,Research & Development,Laboratory Technician,28006,2,1,Yes,9,Technical Degree,1,7,1,Yes
1075,24,Research & Development,Manufacturing Director,31148,4,2,No,0,Medical,1,1,27,No
1076,21,Sales,Sales Executive,12104,4,2,No,3,Technical Degree,1,7,6,No
1077,20,Sales,Manufacturing Director,59736,2,2,Yes,12,Marketing,3,6,10,Yes
1078,19,Sales,Human Resources,17202,3,2,No,6,Other,2,9,17,No
1079,27,Sales,Manager,43383,4,2,Yes,11,Marketing,2,8,23,Yes
1080,52,Sales,Manager,46268,2,4,Yes,17,Marketing,4,7,12,Yes
1081,27,Research & Development,Human Resources,68406,1,1,No,9,Life Sciences,3,8,14,Yes
1082,29,Human Resources,Sales Executive,24781,4,2,No,11,Technical Degree,3,1,16,No
1083,37,Research & Development,Research Scientist,41562,3,1,Yes,0,Medical,2,6,21,Yes
1084,27,Sales,Sales Executive,27199,1,4,Yes,13,Marketing,2,2,16,Yes
1085,34,Research & Development,Manager,36159,1,1,No,11,Medical,2,0,18,Yes
1086,21,Sales,Manufacturing Director,71731,2,4,Yes,3,Marketing,4,4,14,Yes
1087,46,Sales,Manufacturing Director,47120,3,1,Yes,6,Life Sciences,4,0,11,Yes
1088,50,Sales,Manufacturing Director,12985,2,4,No,10,Other,2,5,20,Yes
1089,34,Sales,Human Resources,39237,3,1,No,8,Other,1,6,3,No
1090,21,Sales,Manufacturing Director,44049,2,4,No,8,Life Sciences,3,7,17,No
1091,21,Research & Development,Research Scientist,64681,1,1,Yes,15,Technical Degree,3,9,7,Yes
1092,43,Research & Development,Manufacturing Director,38853,4,2,Yes,3,Technical Degree,2,9,23,Yes
1093,18,Sales,Manufacturing Director,50210,4,2,Yes,0,Other,1,1,15,Yes
1094,26,Research & Development,Manufacturing Director,45971,2,4,No,6,Other,1,4,16,No
1095,26,Sales,Manufacturing Director,51196,2,3,No,7,Technical Degree,3,7,5,No
1096,37,Research & Development,Manufacturing Director,45812,3,3,No,5,Other,3,8,24,No
1097,45,Sales,Research Scientist,16043,4,4,No,0,Other,4,4,28,No
1098,55,Human Resources,Research Scientist,73443,3,1,No,9,Other,1,0,6,No
1099,55,Sales,Research Scientist,43929,3,3,No,18,Technical Degree,3,5,19,No
1100,52,Research & Development,Human Resources,21556,2,3,No,13,Other,4,0,7,Yes
1101,31,Human Resources,Manufacturing Director,33801,2,3,No,5,Other,1,5,20,No
1102,47,Research & Development,Laboratory Technician,12326,2,2,No,4,Medical,3,4,8,Yes
1103,22,Research & Development,Manager,50963,2,1,Yes,11,Marketing,2,4,8,Yes
1104,37,Research & Development,Research Scientist,74539,2,4,No,16,Other,1,8,3,No
1105,51,Sales,Sales Executive,56265,3,2,No,16,Medical,4,2,8,No
1106,46,Research & Development,Manufacturing Director,67558,4,2,No,2,Life Sciences,3,2,23,No
1107,33,Human Resources,Sales Executive,13204,1,3,No,5,Medical,1,3,18,Yes
1108,29,Research & Development,Human Resources,71943,2,2,No,2,Marketing,1,0,29,Yes
1109,47,Sales,Sales Executive,33230,3,2,No,10,Marketing,1,9,23,No
1110,45,Research & Development,Laboratory Technician,16183,3,3,Yes,4,Technical Degree,1,9,9,Yes
1111,23,Human Resources,Research Scientist,26161,2,2,No,13,Other,1,4,9,Yes
1112,53,Sales,Sales Executive,39017,3,3,No,3,Other,2,8,12,No
1113,54,Sales,Research Scientist,65095,2,2,No,0,Marketing,1,3,23,Yes
1114,42,Sales,Manufacturing Director,20085,1,4,Yes,13,Life Sciences,1,8,9,Yes
1115,32,Research & Development,Manager,16884,4,2,Yes,4,Other,3,3,29,Yes
1116,30,Sales,Human Resources,56004,1,3,Yes,18,Other,1,0,2,Yes
1117,59,Sales,Research Scientist,68148,3,2,Yes,16,Marketing,2,3,8,Yes
1118,18,Sales,Manager,23733,2,1,No,18,Other,1,8,29,Yes
1119,22,Sales,Sales Executive,50846,3,3,Yes,5,Technical Degree,2,7,2,No
1120,44,Sales,Manufacturing Director,40061,3,1,No,19,Life Sciences,1,3,14,No
1121,58,Sales,Manufacturing Director,11872,4,1,No,5,Technical Degree,2,2,13,No
1122,53,Research & Development,Research Scientist,44173,3,1,No,15,Marketing,3,5,4,No
1123,59,Sales,Research Scientist,11134,1,4,Yes,12,Other,1,3,7,Yes
1124,28,Sales,Laboratory Technician,69800,4,4,No,5,Marketing,1,6,10,No
1125,37,Research & Development,Research Scientist,76655,3,1,No,5,Marketing,4,9,23,No
1126,30,Research & Development,Manager,63659,1,3,No,9,Medical,3,4,28,No
1127,25,Research & Development,Manager,52781,2,4,No,1,Other,1,5,8,No
1128,26,Sales,Manager,75848,3,1,No,11,Medical,3,2,26,No
1129,24,Research & Development,Sales Executive,42726,1,2,Yes,14,Technical Degree,2,2,20,Yes
1130,19,Sales,Manufacturing Director,66593,3,2,Yes,3,Medical,3,8,7,Yes
1131,55,Research & Development,Sales Executive,50903,1,4,No,0,Other,3,2,18,No
1132,42,Human Resources,Manufacturing Director,72633,1,2,No,10,Medical,4,9,29,Yes
1133,53,Research & Development,Research Scientist,36385,2,2,Yes,15,Marketing,1,7,28,Yes
1134,42,Research & Development,Research Scientist,28130,1,2,No,7,Life Sciences,4,8,18,Yes
1135,26,Sales,Manufacturing Director,15169,4,3,Yes,2,Medical,4,8,9,Yes
1136,27,Sales,Human Resources,31742,2,1,No,10,Technical Degree,3,7,18,Yes
1137,58,Human Resources,Sales Executive,64359,4,4,No,6,Other,1,3,18,No
1138,52,Research & Development,Laboratory Technician,74441,4,4,Yes,17,Technical Degree,1,6,19,No
1139,45,Research & Development,Manager,38446,2,1,Yes,0,Life Sciences,1,2,21,Yes
1140,28,Research & Development,Manager,57059,4,3,No,17,Medical,3,3,17,No
1141,51,Sales,Manufacturing Director,18636,1,1,Yes,0,Marketing,4,9,22,Yes
1142,57,Research & Development,Laboratory Technician,72330,2,4,No,0,Medical,2,2,22,Yes
1143,32,Human Resources,Research Scientist,24249,4,4,Yes,5,Life Sciences,3,5,10,Yes
1144,32,Sales,Manufacturing Director,23033,3,1,No,14,Technical Degree,2,2,22,Yes
1145,30,Research & Development,Research Scientist,28428,4,2,No,19,Medical,2,5,29,No
1146,57,Sales,Research Scientist,43010,2,4,No,18,Medical,3,3,5,No
1147,57,Human Resources,Manager,75683,3,2,No,16,Medical,3,3,7,No
1148,20,Research & Development,Sales Executive,10478,4,4,Yes,1,Life Sciences,1,2,29,Yes
1149,28,Human Resources,Human Resources,71746,3,2,Yes,19,Marketing,1,6,15,Yes
1150,32,Sales,Laboratory Technician,76093,1,1,Yes,13,Life Sciences,4,6,11,Yes
1151,31,Research & Development,Sales Executive,44969,4,4,No,19,Other,1,9,4,No
1152,57,Sales,Research Scientist,47682,2,1,Yes,11,Technical Degree,2,0,17,Yes
1153,22,Sales,Laboratory Technician,27438,4,1,Yes,16,Life Sciences,3,2,29,Yes
1154,43,Sales,Laboratory Technician,10050,3,2,Yes,2,Marketing,4,5,20,Yes
1155,18,Sales,Research Scientist,11268,2,3,No,4,Technical Degree,2,6,28,Yes
1156,48,Research & Development,Sales Executive,40065,1,1,No,8,Medical,3,8,5,Yes
1157,37,Research & Development,Research Scientist,45281,4,2,No,17,Technical Degree,3,9,11,No
1158,21,Sales,Human Resources,78270,4,1,No,8,Life Sciences,3,5,27,No
1159,57,Research & Development,Sales Executive,75531,3,1,No,1,Other,4,9,11,No
1160,54,Research & Development,Manager,14138,4,3,No,18,Other,2,7,23,No
1161,38,Sales,Manufacturing Director,39734,3,3,No,2,Technical Degree,4,2,26,No
1162,53,Sales,Manufacturing Director,11397,1,1,No,10,Medical,1,7,2,Yes
1163,41,Human Resources,Human Resources,17023,2,4,No,10,Other,4,0,14,Yes
1164,59,Human Resources,Laboratory Technician,24848,1,1,No,4,Medical,4,2,4,Yes
1165,49,Sales,Human Resources,29589,2,3,Yes,13,Medical,1,1,4,Yes
1166,55,Sales,Manufacturing Director,28665,4,4,Yes,11,Marketing,4,2,7,No
1167,24,Sales,Research Scientist,21624,2,2,Yes,19,Medical,3,9,4,Yes
1168,43,Research & Development,Human Resources,48803,1,2,No,19,Other,3,3,9,Yes
1169,51,Sales,Manager,24270,3,2,No,13,Other,1,3,22,Yes
1170,25,Human Resources,Human Resources,59569,1,3,Yes,15,Other,4,7,4,Yes
1171,27,Sales,Research Scientist,24621,2,1,No,10,Other,1,2,14,Yes
1172,51,Research & Development,Research Scientist,74405,2,3,No,14,Life Sciences,1,9,29,No
1173,24,Sales,Sales Executive,73222,2,4,No,14,Marketing,1,2,27,No
1174,50,Research & Development,Laboratory Technician,68832,1,3,No,9,Technical Degree,3,2,11,No
1175,49,Sales,Research Scientist,31974,1,4,Yes,11,Medical,3,1,14,Yes
1176,52,Sales,Human Resources,60155,4,1,Yes,12,Technical Degree,4,4,25,Yes
1177,44,Research & Development,Research Scientist,62670,3,3,No,3,Technical Degree,2,6,29,No
1178,45,Research & Development,Human Resources,53651,1,2,No,11,Marketing,1,8,28,Yes
1179,20,Research & Development,Manager,56629,1,4,No,19,Marketing,2,3,3,No
1180,40,Research & Development,Human Resources,71374,4,2,No,13,Technical Degree,4,6,10,No
1181,26,Sales,Manager,49347,3,4,Yes,19,Technical Degree,4,2,7,No
1182,39,Sales,Human Resources,75776,3,3,No,10,Medical,3,0,3,No
1183,57,Sales,Sales Executive,60404,4,2,Yes,12,Marketing,2,5,15,Yes
1184,46,Human Resources,Human Resources,13280,2,2,Yes,13,Marketing,1,6,29,Yes
1185,35,Sales,Manufacturing Director,13385,1,1,No,3,Medical,1,2,6,Yes
1186,45,Sales,Sales Executive,39161,2,3,No,11,Medical,3,5,16,No
1187,57,Sales,Research Scientist,12991,2,1,No,3,Medical,3,9,2,Yes
1188,51,Research & Development,Manufacturing Director,29124,1,1,No,11,Other,1,4,8,Yes
1189,51,Research & Development,Sales Executive,38145,1,1,No,7,Marketing,4,8,1,Yes
1190,47,Sales,Human Resources,77024,4,4,No,5,Marketing,3,8,20,No
1191,36,Sales,Laboratory Technician,54865,4,3,Yes,18,Marketing,3,4,7,No
1192,39,Research & Development,Manufacturing Director,74772,2,4,No,17,Technical Degree,2,3,28,No
1193,29,Research & Development,Manager,77212,3,3,No,13,Medical,4,2,26,No
1194,19,Research & Development,Sales Executive,18546,1,3,No,2,Technical Degree,1,1,2,Yes
1195,58,Research & Development,Manager,43817,4,4,No,3,Technical Degree,2,4,27,No
1196,48,Sales,Laboratory Technician,72331,1,3,No,9,Life Sciences,4,1,21,No
1197,23,Sales,Sales Executive,72331,1,4,Yes,4,Marketing,1,9,21,Yes
1198,29,Research & Development,Sales Executive,32562,4,2,Yes,13,Other,4,5,17,Yes
1199,58,Research & Development,Sales Executive,50508,2,3,No,13,Marketing,1,2,26,No
1200,27,Sales,Manufacturing Director,32329,1,4,No,2,Technical Degree,4,4,18,No
1201,56,Research & Development,Manager,51552,1,4,No,14,Medical,1,0,27,No
1202,47,Research & Development,Research Scientist,54312,3,2,Yes,10,Technical Degree,3,7,12,Yes
1203,37,Sales,Sales Executive,29993,3,2,No,18,Marketing,2,7,10,No
1204,27,Sales,Laboratory Technician,38832,2,3,No,17,Medical,1,0,21,No
1205,29,Research & Development,Laboratory Technician,75437,1,3,Yes,4,Technical Degree,2,4,24,Yes
1206,49,Research & Development,Manager,56407,2,3,No,3,Other,3,4,28,No
1207,47,Sales,Laboratory Technician,54699,3,4,Yes,15,Other,1,8,28,No
1208,21,Research & Development,Manager,30965,4,2,No,13,Marketing,2,1,23,No
1209,42,Human Resources,Human Resources,29873,3,1,No,10,Marketing,2,0,20,No
1210,57,Sales,Manufacturing Director,37506,3,2,Yes,16,Medical,2,9,10,Yes
1211,37,Research & Development,Human Resources,13539,3,1,No,5,Marketing,4,5,29,Yes
1212,21,Sales,Manager,40339,2,2,No,2,Medical,2,3,13,Yes
1213,18,Sales,Manufacturing Director,42048,4,3,No,12,Technical Degree,4,0,14,No
1214,22,Research & Development,Laboratory Technician,52561,3,2,No,2,Technical Degree,1,7,28,No
1215,20,Sales,Laboratory Technician,43045,2,2,Yes,4,Other,2,3,2,Yes
1216,37,Research & Development,Human Resources,26987,3,3,Yes,12,Marketing,3,6,17,No
1217,24,Research & Development,Research Scientist,68886,4,1,Yes,10,Technical Degree,4,1,14,Yes
1218,45,Sales,Laboratory Technician,73597,3,1,No,3,Technical Degree,3,3,21,No
1219,56,Research & Development,Manufacturing Director,20951,4,4,No,1,Marketing,4,2,18,No
1220,54,Research & Development,Human Resources,46983,2,1,No,18,Technical Degree,1,4,13,Yes
1221,54,Sales,Human Resources,22495,1,2,No,7,Life Sciences,2,0,4,Yes
1222,27,Research & Development,Manufacturing Director,78878,1,2,Yes,3,Other,1,8,10,Yes
1223,32,Research & Development,Sales Executive,21816,2,2,No,2,Medical,1,8,20,Yes
1224,48,Research & Development,Human Resources,67275,2,2,No,10,Marketing,1,3,18,Yes
1225,22,Sales,Research Scientist,42710,1,3,No,3,Technical Degree,4,2,26,No
1226,41,Sales,Manufacturing Director,64018,1,4,No,2,Medical,4,0,26,No
1227,30,Research & Development,Manager,21417,1,3,Yes,15,Marketing,3,0,25,Yes
1228,50,Sales,Human Resources,58242,4,2,No,14,Medical,3,6,5,No
1229,33,Sales,Research Scientist,66220,1,1,Yes,16,Other,4,8,16,Yes
1230,33,Human Resources,Research Scientist,43501,1,3,No,10,Other,2,7,5,No
1231,56,Research & Development,Human Resources,41192,1,4,No,7,Technical Degree,2,0,13,No
1232,55,Sales,Research Scientist,71229,3,1,Yes,4,Marketing,2,9,5,Yes
1233,52,Human Resources,Human Resources,14561,3,3,No,0,Technical Degree,2,8,8,No
1234,42,Research & Development,Laboratory Technician,67748,2,1,No,13,Marketing,4,0,25,Yes
1235,21,Research & Development,Human Resources,46453,4,1,No,18,Technical Degree,3,1,25,No
1236,31,Human Resources,Laboratory Technician,69726,4,4,Yes,11,Life Sciences,4,5,18,No
1237,45,Human Resources,Manufacturing Director,45631,1,1,No,9,Life Sciences,3,7,1,Yes
1238,31,Sales,Research Scientist,33519,3,3,No,9,Technical Degree,3,6,6,No
1239,29,Sales,Human Resources,15499,1,3,No,10,Technical Degree,2,6,8,Yes
1240,30,Research & Development,Research Scientist,38698,2,1,No,7,Marketing,3,9,16,Yes
1241,54,Research & Development,Manager,22569,4,1,No,12,Other,2,6,20,No
1242,24,Research & Development,Human Resources,24734,2,3,No,18,Medical,4,4,7,Yes
1243,27,Research & Development,Manufacturing Director,39939,2,2,No,3,Technical Degree,4,2,13,Yes
1244,47,Sales,Sales Executive,15858,1,2,Yes,17,Marketing,1,2,22,Yes
1245,51,Human Resources,Sales Executive,71332,2,4,No,19,Medical,4,4,19,No
1246,53,Human Resources,Manufacturing Director,38153,3,3,No,14,Life Sciences,3,7,28,No
1247,37,Sales,Human Resources,38889,1,4,No,19,Medical,3,0,8,No
1248,18,Research & Development,Research Scientist,15800,3,4,Yes,0,Life Sciences,2,2,27,Yes
1249,38,Research & Development,Human Resources,56866,1,1,Yes,9,Technical Degree,4,0,28,Yes
1250,46,Research & Development,Laboratory Technician,34097,1,3,No,4,Technical Degree,3,4,8,No
1251,41,Human Resources,Sales Executive,67416,1,4,No,8,Life Sciences,3,4,6,No
1252,43,Research & Development,Research Scientist,33041,2,4,No,17,Life Sciences,4,5,15,No
1253,25,Sales,Research Scientist,41003,3,4,No,18,Technical Degree,4,2,1,No
1254,22,Research & Development,Human Resources,52131,1,2,No,1,Technical Degree,3,1,13,Yes
1255,36,Sales,Research Scientist,56856,1,4,Yes,1,Life Sciences,4,8,15,Yes
1256,40,Research & Development,Manufacturing Director,12087,2,4,No,3,Marketing,4,0,3,Yes
1257,25,Research & Development,Laboratory Technician,76307,1,4,No,1,Medical,2,2,27,Yes
1258,43,Sales,Manufacturing Director,14021,2,4,No,1,Other,1,0,28,Yes
1259,43,Research & Development,Research Scientist,60293,4,3,No,6,Other,2,7,28,No
1260,34,Sales,Sales Executive,24370,4,3,No,4,Technical Degree,3,6,29,No
1261,49,Research & Development,Manager,66717,1,2,No,11,Life Sciences,4,4,15,Yes
1262,57,Sales,Manager,59032,4,1,No,5,Other,1,9,25,No
1263,39,Sales,Human Resources,69107,3,3,No,1,Marketing,2,3,3,No
1264,42,Sales,Research Scientist,11050,1,4,Yes,15,Medical,3,2,1,Yes
1265,27,Research & Development,Manager,56561,1,4,No,10,Marketing,3,8,25,No
1266,59,Sales,Human Resources,53476,3,3,Yes,11,Life Sciences,3,7,17,No
1267,56,Sales,Manufacturing Director,14363,4,1,No,12,Medical,4,2,10,No
1268,47,Sales,Human Resources,15563,3,1,No,13,Other,2,7,13,No
1269,34,Research & Development,Research Scientist,77950,1,3,Yes,2,Other,4,7,5,Yes
1270,34,Sales,Laboratory Technician,70111,3,3,No,12,Life Sciences,1,7,8,No
1271,59,Research & Development,Manager,13753,2,3,No,12,Other,3,0,23,Yes
1272,39,Sales,Laboratory Technician,61489,2,4,Yes,18,Marketing,3,7,10,Yes
1273,51,Sales,Research Scientist,16965,4,2,No,7,Marketing,4,1,9,No
1274,24,Research & Development,Laboratory Technician,10088,4,1,No,0,Technical Degree,4,1,14,Yes
1275,22,Sales,Laboratory Technician,59226,2,2,Yes,5,Technical Degree,4,1,2,Yes
1276,40,Human Resources,Sales Executive,37021,2,1,No,13,Other,1,6,13,Yes
1277,19,Research & Development,Manager,70319,4,4,Yes,13,Technical Degree,2,9,1,No
1278,36,Sales,Laboratory Technician,74663,3,2,Yes,7,Other,4,1,26,Yes
1279,19,Sales,Sales Executive,24366,2,4,No,9,Medical,1,3,10,Yes
1280,53,Research & Development,Manager,22381,1,3,No,18,Technical Degree,3,9,9,Yes
1281,36,Human Resources,Human Resources,75326,3,1,No,3,Marketing,4,1,2,No
1282,58,Sales,Human Resources,39328,4,3,Yes,3,Medical,2,9,7,No
1283,46,Sales,Manager,61021,3,3,No,1,Medical,4,8,8,No
1284,27,Sales,Sales Executive,63394,2,2,No,17,Medical,3,3,20,Yes
1285,50,Research & Development,Laboratory Technician,12741,3,1,No,6,Other,3,8,24,Yes
1286,32,Research & Development,Manager,59118,3,2,No,18,Marketing,1,9,8,No
1287,58,Research & Development,Sales Executive,15975,2,3,No,15,Technical Degree,3,2,1,Yes
1288,23,Research & Development,Manufacturing Director,40619,3,1,Yes,11,Technical Degree,1,4,10,Yes
1289,34,Research & Development,Sales Executive,29420,3,4,No,1,Marketing,3,3,18,No
1290,26,Research & Development,Laboratory Technician,60907,1,2,No,7,Technical Degree,2,9,11,Yes
1291,34,Human Resources,Sales Executive,59938,3,4,No,7,Marketing,4,5,1,No
1292,50,Research & Development,Manager,48542,2,3,No,4,Medical,3,5,27,No
1293,47,Sales,Manufacturing Director,13397,4,4,No,0,Life Sciences,4,2,26,No
1294,56,Sales,Laboratory Technician,40532,2,4,Yes,11,Medical,2,0,12,Yes
1295,29,Research & Development,Manager,55542,2,4,No,12,Technical Degree,1,0,7,No
1296,37,Human Resources,Research Scientist,16224,2,1,No,4,Technical Degree,4,6,29,Yes
1297,18,Research & Development,Manager,49382,1,1,No,8,Other,2,8,18,Yes
1298,59,Human Resources,Human Resources,54428,2,4,Yes,2,Other,2,1,15,Yes
1299,40,Research & Development,Sales Executive,16597,4,1,No,1,Medical,3,6,27,Yes
1300,50,Sales,Research Scientist,37774,1,4,No,13,Medical,2,7,21,No
1301,32,Sales,Research Scientist,70415,3,3,Yes,8,Technical Degree,4,0,2,No
1302,26,Sales,Human Resources,43371,3,1,No,13,Medical,1,1,8,No
1303,34,Research & Development,Human Resources,64190,3,2,No,12,Technical Degree,3,8,27,No
1304,36,Research & Development,Sales Executive,37252,2,3,No,15,Marketing,3,2,5,No
1305,46,Sales,Manager,62263,3,4,No,11,Technical Degree,3,2,12,No
1306,37,Research & Development,Sales Executive,47491,2,1,Yes,9,Medical,1,4,5,Yes
1307,22,Sales,Laboratory Technician,68627,3,3,No,18,Other,2,5,29,No
1308,30,Human Resources,Sales Executive,52054,4,1,No,8,Life Sciences,4,8,24,No
1309,28,Sales,Research Scientist,44381,1,4,Yes,10,Other,1,2,14,Yes
1310,37,Human Resources,Research Scientist,67616,3,3,No,0,Marketing,2,7,1,No
1311,52,Research & Development,Manager,73153,4,4,No,16,Marketing,3,1,26,No
1312,45,Sales,Human Resources,20950,3,2,Yes,11,Technical Degree,2,6,1,Yes
1313,18,Sales,Manager,46439,4,1,No,15,Marketing,4,7,26,No
1314,34,Research & Development,Research Scientist,23049,1,3,No,13,Marketing,1,5,21,Yes
